drug	status	target	atc
4-(1,3-benzodioxol-5-yl)-5-(5-ethyl-2,4-dihydroxyphenyl)-2h-pyrazole-3-carboxylic acid	non		
[(2-ethoxy-1-naphthoyl)amino]methylboronic acid	non		
9-amino-n-[3-(dimethylamino)propyl]acridine-4-carboxamide	non		
alpha-d-glucose-1-phosphate	non		
s-adenosyl-1,8-diamino-3-thiooctane	non		
methylphosphinic acid	non		
l-thioproline	non		
(2s,3r)-1-amino-2-methylbutane-2,3-diol	non		
{4-[3-(6,7-diethoxy-quinazolin-4-ylamino)-phenyl]-thiazol-2-yl}-methanol	non		
n-pyridoxyl-1-amino-cyclopropanecarboxylic acid-5-monophosphate	non		
das869	non		
thiocamphor	non		
domoic acid	non		
d-proline	non		
nadh	non		
testosterone	non		
estrone	non		
androstenedione	non		
androstanedione	non		
formic acid	non		
mesoheme	non		
aetiocholanolone	non		
uridine-5'-diphosphate	non		
etiocholanedione	non		
aetiocholanolone	non		
n-(3-propylcarbamoyloxirane-2-carbonyl)-isoleucyl-proline	non		
ethyl n-methylcarbamate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
ademetionine	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
mercaptopurine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
ademetionine	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
azathioprine	non		
mercaptopurine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
ademetionine	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
tioguanine	non		
adenosine	non		
mercaptopurine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
tetrahydrofolic acid	non		
aspartic acid	non		
l-glutamine	non		
adenosine phosphate	non		
glutamic acid	non		
glycine	non		
nadh	non		
atp	non		
adenine	non		
adenosine	non		
potassium cation	non		
calcium	non		
magnesium cation	non		
zinc	non		
5-o-phosphono-alpha-d-ribofuranosyl diphosphate	non		
aica ribonucleotide	non		
guanosine-5'-monophosphate	non		
xanthine	non		
guanine	non		
cyclic adenosine monophosphate	non		
mesoheme	non		
guanosine	non		
ribose-1-phosphate	non		
flavin adenine dinucleotide	non		
hypoxanthine	non		
pyrophosphoric acid	non		
maleic acid	non		
inosine	non		
2'-deoxyguanosine-5'-monophosphate	non		
guanosine	non		
3-(4-benzenesulfonyl-thiophene-2-sulfonylamino)-phenylboronic acid	non		
soraphen a	non		
calyculin a	non		
4-(aminosulfonyl)-n-[(3,4,5-trifluorophenyl)methyl]-benzamide	non		
gluco-phenylimidazole	non		
biliverdin ix gamma chromophore	non		
glucosamine 4-phosphate	non		
dansylamide	non		
nadh	non		
atp	non		
magnesium cation	non		
zinc	non		
sorbitol	non		
glyceraldehyde-3-phosphate	non		
d-mannose 1-phosphate	non		
beta-l-fucose	non		
pyrophosphoric acid	non		
dihydroxyacetone phosphate	non		
nadh	non		
atp	non		
magnesium cation	non		
zinc	non		
sorbitol	non		
glyceraldehyde-3-phosphate	non		
d-mannose 1-phosphate	non		
beta-l-fucose	non		
pyrophosphoric acid	non		
dihydroxyacetone phosphate	non		
nadh	non		
atp	non		
magnesium cation	non		
zinc	non		
sorbitol	non		
glyceraldehyde-3-phosphate	non		
d-mannose 1-phosphate	non		
beta-l-fucose	non		
pyrophosphoric acid	non		
dihydroxyacetone phosphate	non		
d-mannose 1-phosphate	non		
deacetoxyvinzolidine	non		
3-amino-5-phenylpentane	non		
n-allylaniline	non		
3-butylthiolane 1-oxide	non		
cis-[4,5-bis-(4-bromophenyl)-2-(2-ethoxy-4-methoxyphenyl)-4,5-dihydroimidazol-1-yl]-[4-(2-hydroxyethyl)piperazin-1-yl]methanone	non		
1-(2,6-dichlorophenyl)-5-(2,4-difluorophenyl)-7-piperazin-1-yl-3,4-dihydroquinazolin-2(1h)-one	non		
cra_1802	non		
3-(4-carbamoyl-1-carboxy-2-methylsulfonyl-buta-1,3-dienylamino)-indolizine-2-carboxylic acid	non		
arotinoid acid	non		
3-(2-aminoethyl)-4-(aminomethyl)heptanedioic acid	non		
2,3-di-o-sulfo-alpha-d-glucopyranose	non		
n-[(1r)-1-(4-bromophenyl)ethyl]-5-fluoro-2-hydroxybenzamide	non		
4-(4-hydroxy-3-isopropylphenylthio)-2-isopropylphenol	non		
cyanocinnoline	non		
2',3'-dideoxycytidine-5'-monophosphate	non		
3-cyclohexyl-l-alanine	non		
4-imino-5-methidyl-2-trifluoromethylpyrimidine	non		
stavudine triphosphate	non		
fkb-001	non		
4-o-(4,6-dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)cyclohex-2-en-1-yl]amino}-beta-d-lyxo-hexopyranosyl)-alpha-d-erythro-hexopyranose	non		
6-hydroxyuridine-5'-phosphate	non		
tricyclazole	non		
l-2-amino-6-methylene-pimelic acid	non		
d-methionine	approved		
sulfamic acid 2,3-o-(1-methylethylidene)-4,5-o-sulfonyl-beta-fructopyranose ester	non		
3-(prop-2-ene-1-sulfinyl)-propene-1-thiol	non		
methylthioinosine	non		
pyruvic acid	non		
biotin	non		
adenosine phosphate	non		
glutathione	non		
nadh	non		
atp	non		
potassium cation	non		
magnesium cation	non		
zinc	non		
phosphoenolpyruvate	non		
propylene glycol	non		
acetylphosphate	non		
d-lactic acid	non		
flavin adenine dinucleotide	non		
acetic acid	non		
pyruvaldehyde	non		
lactaldehyde	non		
pyrophosphoric acid	non		
malonyl-coa	non		
pyruvic acid	non		
biotin	non		
adenosine phosphate	non		
glutathione	non		
nadh	non		
atp	non		
potassium cation	non		
magnesium cation	non		
zinc	non		
phosphoenolpyruvate	non		
propylene glycol	non		
acetylphosphate	non		
d-lactic acid	non		
flavin adenine dinucleotide	non		
acetic acid	non		
pyruvaldehyde	non		
lactaldehyde	non		
pyrophosphoric acid	non		
malonyl-coa	non		
pyruvic acid	non		
biotin	non		
adenosine phosphate	non		
glutathione	non		
nadh	non		
atp	non		
potassium cation	non		
magnesium cation	non		
zinc	non		
phosphoenolpyruvate	non		
propylene glycol	non		
acetylphosphate	non		
d-lactic acid	non		
flavin adenine dinucleotide	non		
acetic acid	non		
pyruvaldehyde	non		
lactaldehyde	non		
pyrophosphoric acid	non		
malonyl-coa	non		
pyruvic acid	non		
biotin	non		
adenosine phosphate	non		
glutathione	non		
nadh	non		
atp	non		
potassium cation	non		
magnesium cation	non		
zinc	non		
phosphoenolpyruvate	non		
propylene glycol	non		
acetylphosphate	non		
d-lactic acid	non		
flavin adenine dinucleotide	non		
acetic acid	non		
pyruvaldehyde	non		
lactaldehyde	non		
pyrophosphoric acid	non		
malonyl-coa	non		
pyruvic acid	non		
biotin	non		
adenosine phosphate	non		
glutathione	non		
nadh	non		
atp	non		
potassium cation	non		
magnesium cation	non		
zinc	non		
phosphoenolpyruvate	non		
propylene glycol	non		
acetylphosphate	non		
d-lactic acid	non		
flavin adenine dinucleotide	non		
acetic acid	non		
pyruvaldehyde	non		
lactaldehyde	non		
pyrophosphoric acid	non		
malonyl-coa	non		
pyruvic acid	non		
biotin	non		
adenosine phosphate	non		
glutathione	non		
nadh	non		
atp	non		
potassium cation	non		
magnesium cation	non		
zinc	non		
phosphoenolpyruvate	non		
propylene glycol	non		
acetylphosphate	non		
d-lactic acid	non		
flavin adenine dinucleotide	non		
acetic acid	non		
pyruvaldehyde	non		
lactaldehyde	non		
pyrophosphoric acid	non		
malonyl-coa	non		
acetylphosphate	non		
(5r)-5-{[(2-amino-3h-purin-6-yl)oxy]methyl}-2-pyrrolidinone	non		
n-carboxymethionine	non		
alpha-d-mannose 6-phosphate	non		
stanolone	non		A14AA01
3'-phospho-5'-adenylyl sulfate	non		
1,3-bis-([[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-ethyl]-amino-carbonyloxy)-2-amino-propane	non		
beta-3-serine	non		
n7-(5'-phospho-alpha-ribosyl)-2-hydroxypurine	non		
(2s,4s)-alpha-campholinic acid	non		
2-amino-vinyl-phosphate	non		
ru78783	non		
5-(2-chlorophenyl)furan-2-carboxylic acid	non		
octanoyl-coenzyme a	non		
2,4-diamino-6-phenyl-5,6,7,8,-tetrahydropteridine	non		
propanoyl-coa	non		
anhydrovitamin a	non		
4-(2,4-dimethyl-1,3-thiazol-5-yl)-n-[4-(trifluoromethyl)phenyl]-2-pyrimidinamine	non		
[(2r,3s,4r,5r)-5-(6-amino-9h-purin-9-yl)-3,4-dihydroxytetrahydro-2-furanyl]methyl sulfamate	non		
n-hydroxy-4-(methyl{[5-(2-pyridinyl)-2-thienyl]sulfonyl}amino)benzamide	non		
zardaverine	non		
2,4-diamino-6-[n-(3',4',5'-trimethoxybenzyl)-n-methylamino]pyrido[2,3-d]pyrimidine	non		
zn(ii)-(20-oxo-protoporphyrin ix)	non		
(south)-methanocarba-thymidine	non		
hexafluoroacetone hydrate	non		
biphenyl-2,3-diol	non		
(4r)-limonene 1α,2α-epoxide	non		
piretanide	approved		C03CA03
mixed carbamic phosphoric acid anhydride of 7,8-diaminononanic acid	non		
3-amino-6-hydroxy-tyrosine	non		
k201 free base	non		
adenosine 5'-[gamma-thio]triphosphate	non		
coa-s-acetyl tryptamine	non		
(r)-bicalutamide	non		
5'-deoxy-5'-(methylthio)-tubercidin	non		
9-(6-deoxy-alpha-l-talofuranosyl)-6-methylpurine	non		
diglyme	non		
4-(1-benzyl-3-carbamoylmethyl-2-methyl-1h-indol-5-yloxy)-butyric acid	non		
gamma-arsono-beta, gamma-methyleneadenosine-5'-diphosphate	non		
heptanoic acid	non		
(4s)-2-[(1e)-1-aminoprop-1-enyl]-4,5-dihydro-1,3-thiazole-4-carboxylic acid	non		
3-(1-aminoethyl)nonanedioic acid	non		
inositol 1,3-bisphosphate	non		
n-(4-aminobutanoyl)-s-(4-methoxybenzyl)-l-cysteinylglycine	non		
alpha-l-iduronic acid	non		
carpropamide	non		
2-fluoro-2'-deoxyadenosine	non		
fosmidomycin	non		
2-acetyl-protoporphyrin ix	non		
hymenialdisine	non		
pyridoxal phosphate	non		
tetrahydrofolic acid	non		
ademetionine	non		
pyruvic acid	non		
arginine	non		
adenosine phosphate	non		
serine	non		
methionine	non		
glutamic acid	non		
glycine	non		
creatine	non		
cysteine	non		
nadh	non		
alanine	non		
atp	non		
aminolevulinic acid	non		
magnesium cation	non		
zinc	non		
n,n-dimethylglycine	non		
glycocyamine	non		
3-hydroxypyruvic acid	non		
orotidylic acid	non		
flavin adenine dinucleotide	non		
pyruvaldehyde	non		
formaldehyde	non		
2-amino-3-ketobutyric acid	non		
d-serine	non		
pyrophosphoric acid	non		
glyoxylic acid	non		
dexfosfoserine	non		
2-oxobutanoic acid	non		
pyridoxal phosphate	non		
tetrahydrofolic acid	non		
ademetionine	non		
pyruvic acid	non		
arginine	non		
adenosine phosphate	non		
serine	non		
methionine	non		
glutamic acid	non		
glycine	non		
creatine	non		
cysteine	non		
nadh	non		
alanine	non		
atp	non		
aminolevulinic acid	non		
