disease_area	nct	year	intervention_name	drug	regulatory_status	approval_year	patient_years	gen_assoc	target_gene	target_status	classification	priority
alzheimer	NCT02185053	2014	cpc-201	donepezil,solifenacin	combination		82.0561259411362		CHRM3	approved	combination	4
huntington	NCT02197130	2014	pf-02545920	mardepodect	experimental		566.713210130048			non	novel, unsup	2
parkinson	NCT02202551	2014	ads-5102	amantadine	approved	2003			GRIN3A	approved	post-approval	7
parkinson	NCT02206620	2014	donepezil	donepezil	approved		147.03353867214236		ACHE	approved	repurposing	3
alzheimer	NCT02210286	2014	magtein	magtein	supplement		40.02737850787132			non	novel, unsup	2
parkinson	NCT02212678	2014	n-acetylcysteine capsule	acetylcysteine	approved		7.994524298425736		GSS	approved	repurposing	3
huntington	NCT02215616	2014	laquinimod	laquinimod	experimental		1281.7522245037646		AHR	non	novel, unsup	2
parkinson	NCT02216188	2014	affitope® pd01a	affitope pd01a	experimental			OMIM	SNCA	non	novel, supported	1
alzheimer	NCT02220738	2014	abt-957	alicapistat	experimental		28.45448323066393		CAPN1	non	novel, unsup	2
alzheimer	NCT02221622	2014	allopregnanolone injection (intravenous solution)	brexanolone	approved		84.10677618069815		GABRA1	approved	repurposing	3
alzheimer	NCT02221947	2014	bryostatin 1	bryostatin 1	experimental		4.509240246406571		PRKCA	approved	metoo	5
parkinson	NCT02224664	2014	pf-06649751	tavapadon	experimental		70.77344284736482		DRD1	approved	metoo	5
parkinson	NCT02225548	2014	tadalafil	tadalafil	approved				PDE5A	approved	repurposing	3
parkinson	NCT02228590	2014	apl-130277	apomorphine	experimental	2004	6.346338124572211		DRD4	approved	post-approval	7
huntington	NCT02231580	2014	bn82451b	bn82451b	experimental		26.855578370978783			non	novel, unsup	2
parkinson	NCT02231905	2004	bi-sifrol®	pramipexole	approved	1997			DRD3	approved	post-approval	7
ftd/als	NCT02238626	2014	mn-166	ibudilast	approved		230.7378507871321		PDE4A	approved	repurposing	3
parkinson	NCT02240030	2014	cvt-301 high dose	levodopa	approved	1975	731.3100616016427		DRD1	approved	post-approval	7
alzheimer	NCT02240693	2015	bi 409306	bi 409306	experimental		349.74401095140314		PDE9A	non	novel, unsup	2
parkinson	NCT02242487	2015	cvt-301	levodopa	approved	1975	1029.5003422313484		DRD1	approved	post-approval	7
alzheimer	NCT02244541	2014	anavex2-73 intravenous	anavex2-73	experimental		61.4154688569473		SIGMAR1	approved	metoo	5
multiple	NCT02245568	2014	trx0237	lmtm	experimental		2509.656399726215		MAPT	non	novel, unsup	2
alzheimer	NCT02245737	2014	lanabecestat	lanabecestat	experimental		8896.290212183436		BACE1	non	novel, unsup	2
alzheimer	NCT02246075	2015	evp-6124	encenicline	experimental				CHRNA7	approved	metoo	5
alzheimer	NCT02248636	2015	cholinesterase inhibitor	galantamine,donepezil,rivastigmine	combination		337.67556468172484		ACHE	approved	combination	4
parkinson	NCT02256319	2014	dexmedetomidine	dexmedetomidine	approved		14.981519507186858		ADRA2A	approved	repurposing	3
parkinson	NCT02258152	2014	syn120	landipirdine	experimental		228.09582477754964		HTR2A	approved	metoo	5
parkinson	NCT02259049	2014	l-tyrosine	tyrosine	supplement		5.503080082135524			non	novel, unsup	2
alzheimer	NCT02260141	2014	d-ribose	ribose	supplement					non	novel, unsup	2
alzheimer	NCT02260674	2014	jnj-54861911, 10 milligram (mg)	atabecestat	experimental		180.40246406570841		BACE1	non	novel, unsup	2
alzheimer	NCT02267057	2014	buprenorphine	buprenorphine	approved		389.5934291581109		OPRM1	approved	repurposing	3
parkinson	NCT02267434	2014	high dose affitope® pd03a + adjuvant	pd03a	experimental		60.02464065708419	OMIM	SNCA	non	novel, supported	1
ftd/als	NCT02269436	2015	snn0030	snn0029	experimental		8.2217659137577		VEGFA	approved	metoo	5
parkinson	NCT02271503	2015	cd-ld ir	carbidopa,levodopa	combination		19.50444900752909		DRD1	approved	combination	4
parkinson	NCT02274766	2014	ads-5102	amantadine	approved	2003	110.88843258042436		GRIN3A	approved	post-approval	7
parkinson	NCT02275884	2013	dark chocolate (85% cocoa)	chocolate	supplement					non	novel, unsup	2
alzheimer	NCT02279511	2014	adenosine triphosphate	adenosine triphosphate	supplement		23.381245722108144		ABL2	non	novel, unsup	2
parkinson	NCT02281474	2014	nilotinib	nilotinib	approved				ABL1	approved	repurposing	3
alzheimer	NCT02284906	2015	pioglitazone	pioglitazone	approved		129.33607118412047		PPARG	approved	repurposing	3
ftd/als	NCT02288091	2015	inosine	inosine	approved		37.23477070499658			non	repurposing	3
alzheimer	NCT02292238	2014	benfotiamine	benfotiamine	supplement					non	novel, unsup	2
alzheimer	NCT02293915	2014	sodium oligo-mannurarate 900mg	gv-971	experimental		3675.1211498973307			non	novel, unsup	2
ftd/als	NCT02306590	2015	calogen	calogen	supplement		741.2895277207392			non	novel, unsup	2
parkinson	NCT02312908	2015	clonazepam	clonazepam	approved		40.082135523613964		GABRA1	approved	repurposing	3
alzheimer	NCT02322021	2014	elenbecestat (e2609)	elenbecestat	experimental		352.63518138261463		BACE1	non	novel, unsup	2
alzheimer	NCT02323334	2014	ly3202626	ly3202626	experimental		158.99247091033538		BACE1	non	novel, unsup	2
parkinson	NCT02324426	2014	reduced glutathione	glutathione	supplement		3.696098562628337			non	novel, unsup	2
alzheimer	NCT02327182	2014	mt-4666	encenicline	experimental		97.37987679671458		CHRNA7	approved	metoo	5
huntington	NCT02336633	2015	resveratrol	resveratrol	supplement		459.38398357289526			non	novel, unsup	2
parkinson	NCT02337725	2015	tvp-1012	rasagiline	approved	2006	391.4688569472964		MAOB	approved	post-approval	7
parkinson	NCT02337738	2015	tvp-1012 0.5mg	rasagiline	approved	2006	662.54893908282		MAOB	approved	post-approval	7
parkinson	NCT02337751	2015	tvp-1012 1mg	rasagiline	approved	2006	332.3039014373717		MAOB	approved	post-approval	7
parkinson	NCT02337764	2015	tvp-1012 1mg	rasagiline	approved	2006	367.11293634496917		MAOB	approved	post-approval	7
alzheimer	NCT02337907	2015	bi 409306	bi 409306	experimental		894.4476386036961		PDE9A	non	novel, unsup	2
parkinson	NCT02339064	2015	apomorphine infusion	apomorphine	approved	2004	651.5975359342916		DRD4	approved	post-approval	7
huntington	NCT02342548	2015	20 mg bid of pf-02545920	mardepodect	experimental		366.47775496235454			non	novel, unsup	2
alzheimer	NCT02346201	2016	methylphenidate	methylphenidate	approved		883.2306639288158		SLC6A3	approved	repurposing	3
parkinson	NCT02347059	2015	dopamine agonists (pramipexole, ropirinole)	pramipexole	approved	1997			DRD3	approved	post-approval	7
alzheimer	NCT02351882	2015	nabilone	nabilone	approved		158.13826146475017		CNR2	approved	repurposing	3
parkinson	NCT02352363	2015	cvt-301	levodopa	approved	1975	884.6981519507187		DRD1	approved	post-approval	7
alzheimer	NCT02353598	2015	crenezumab dose level 1	crenezumab	experimental		313.9028062970568	OMIM	APP	non	novel, supported	1
parkinson	NCT02359448	2015	melatonin	melatonin	supplement				MTNR1A	approved	metoo	5
alzheimer	NCT02359552	2015	rasagiline	rasagiline	approved		99.35112936344969		MAOB	approved	repurposing	3
alzheimer	NCT02360657	2015	jnj-54861911, 10 mg	atabecestat	experimental		10.053388090349076		BACE1	non	novel, unsup	2
alzheimer	NCT02361242	2013	pxt00864	acamprosate,baclofen	combination		112.48459958932239		GABBR2	approved	combination	4
alzheimer	NCT02361424	2013	pxt00864	acamprosate,baclofen	combination		109.37713894592744		GABBR2	approved	combination	4
parkinson	NCT02365012	2014	midodrine	midodrine	approved				ADRA1A	approved	repurposing	3
parkinson	NCT02365870	2016	rotigotine transdermal patch	rotigotine	approved	2007	11.652292950034223		DRD3	approved	post-approval	7
parkinson	NCT02373072	2015	trimethobenzamide hydrochloride	trimethobenzamide	approved		18.036960985626283			non	repurposing	3
alzheimer	NCT02377713	2015	khk6640	khk6640	experimental		30.116358658453116	OMIM	APP	non	novel, supported	1
alzheimer	NCT02380573	2015	methylene blue	methylene blue	approved		936		GUCY1A2	approved	repurposing	3
parkinson	NCT02382198	2016	glycopyrrolate	glycopyrrolate	approved				CHRM1	approved	repurposing	3
parkinson	NCT02385500	2016	fesoterodine	fesoterodine	approved		13.81245722108145		CHRM3	approved	repurposing	3
alzheimer	NCT02386306	2015	gc021109	gc021109	experimental		25.83983572895277		P2RY6	non	novel, unsup	2
alzheimer	NCT02388152	2015	lu af20513, double high dose	lu af20513	experimental		217.11156741957564	OMIM	APP	non	novel, supported	1
alzheimer	NCT02389413	2015	pq912 oral	varoglutamstat	experimental		250.34907597535934		QPCT	non	novel, unsup	2
alzheimer	NCT02392468	2015	bi 409306	bi 409306	experimental		141.62354551676933		PDE9A	non	novel, unsup	2
alzheimer	NCT02406027	2015	jnj-54861911, 10 mg	atabecestat	experimental		269.0759753593429		BACE1	non	novel, unsup	2
alzheimer	NCT02414607	2016	elderberry juice	elderberry	supplement		77.93018480492813			non	novel, unsup	2
parkinson	NCT02415062	2015	donepezil	donepezil	approved				ACHE	approved	repurposing	3
parkinson	NCT02418598	2015	cohort1	aav-haadc-2	experimental		5.924709103353867		DDC	approved	metoo	5
parkinson	NCT02419313	2012	incobotulinumtoxina	botulinum toxin a	approved		101.73305954825462		SNAP25	approved	repurposing	3
alzheimer	NCT02423122	2015	vx-745	neflamapimod	experimental		22.73511293634497			non	novel, unsup	2
alzheimer	NCT02423200	2015	vx-745	neflamapimod	experimental		25.4072553045859			non	novel, unsup	2
parkinson	NCT02424708	2015	reduced glutathione 100mg	glutathione	supplement		45.09240246406571			non	novel, unsup	2
parkinson	NCT02427646	2011	bont-a	botulinum toxin a	approved		468.07392197125256		SNAP25	approved	repurposing	3
alzheimer	NCT02431468	2015	bryostatin 1	bryostatin 1	experimental		184.32854209445586		PRKCA	approved	metoo	5
alzheimer	NCT02434666	2015	cpc-201	donepezil,solifenacin	combination		39.3264887063655		CHRM3	approved	combination	4
alzheimer	NCT02434718	2015	aducanumab	aducanumab	experimental		30.357289527720738	OMIM	APP	non	novel, supported	1
ftd/als	NCT02437110	2015	darunavir	darunavir	approved					non	repurposing	3
parkinson	NCT02438215	2014	irx4204	irx4204	experimental		11.211498973305956		RXRA	approved	metoo	5
parkinson	NCT02439125	2015	eltoprazine hcl	eltoprazine	experimental				HTR1A	approved	metoo	5
parkinson	NCT02439203	2015	jm-010	buspirone,zolmitriptan	combination		20.123203285420946		HTR1A	approved	combination	4
alzheimer	NCT02442765	2015	avp-786	avp-786	combination		1431.2114989733059		SIGMAR1	approved	combination	4
alzheimer	NCT02442778	2015	avp-786	avp-786	combination		2099.4332648870636		SIGMAR1	approved	combination	4
alzheimer	NCT02444637	2015	rivastigmine	rivastigmine	approved	2000			ACHE	approved	post-approval	7
parkinson	NCT02445651	2014	intravenous and oral n—acetyl cysteine	acetylcysteine	approved				GSS	approved	repurposing	3
alzheimer	NCT02446132	2015	avp-786	avp-786	combination				SIGMAR1	approved	combination	4
parkinson	NCT02448914	2015	trigel	doxorubicin,combretastatin-a4,dexamethasone	combination		1.83709787816564		TOP2A	approved	combination	4
ftd/als	NCT02450552	2015	ezogabine	ezogabine	approved		173.6892539356605			non	repurposing	3
parkinson	NCT02450786	2015	donepezil	donepezil	approved		333.36071184120465		ACHE	approved	repurposing	3
parkinson	NCT02452125	2015	nicotine gum	nicotine	approved		20.862422997946613		CHRNA4	approved	repurposing	3
parkinson	NCT02452606	2015	stalevo®	carbidopa,levodopa,entacapone	combination				DRD1	approved	combination	4
huntington	NCT02453061	2015	triheptanoin oil	triheptanoin	approved		550.8555783709788			non	repurposing	3
parkinson	NCT02453386	2015	tozadenant	tozadenant	experimental		1138.3271731690622		ADORA2A	approved	metoo	5
parkinson	NCT02459717	2015	probiotics and prebiotic	probiotic	supplement		40.082135523613964			non	novel, unsup	2
parkinson	NCT02459886	2015	biib054	cinpanemab	experimental		157.74948665297742	OMIM	SNCA	non	novel, supported	1
ftd/als	NCT02460679	2015	epi-589	epi-589	experimental		53.27857631759069			non	novel, unsup	2
alzheimer	NCT02462161	2015	insulin aspart	insulin	approved		97.7741273100616		INSR	approved	repurposing	3
parkinson	NCT02462603	2016	epi-589	epi-589	experimental		165.03764544832308			non	novel, unsup	2
ftd/als	NCT02463825	2015	pimozide 2 mg per day	pimozide	approved				DRD2	approved	repurposing	3
alzheimer	NCT02467413	2019	bac	bac	experimental		0			non	novel, unsup	2
parkinson	NCT02469090	2015	apl-130277	apomorphine	experimental	2004	536.6324435318276		DRD4	approved	post-approval	7
ftd/als	NCT02469896	2015	tocilizumab	tocilizumab	approved		59.20876112251882		IL6R	approved	repurposing	3
parkinson	NCT02470780	2015	rifaximin	rifaximin	approved		40.016427104722794			non	repurposing	3
alzheimer	NCT02471196	2015	orm-12741	orm-12741	experimental		710.8665297741273		ADRA2C	approved	metoo	5
alzheimer	NCT02471833	2015	telmisartan 20mg	telmisartan	approved				PPARG	approved	repurposing	3
parkinson	NCT02472210	2014	botulinum toxin	botulinum toxin a	approved		16.366872005475702		SNAP25	approved	repurposing	3
parkinson	NCT02473562	2013	varenicline	varenicline	approved		102.75701574264203		CHRNA4	approved	repurposing	3
alzheimer	NCT02477800	2015	aducanumab (biib037)	aducanumab	experimental		6484.287474332649	OMIM	APP	non	novel, supported	1
ftd/als	NCT02479802	2014	albumin	albumin	approved		20.57221081451061			non	repurposing	3
huntington	NCT02481674	2015	vx15/2503	pepinemab	experimental		1455.3483915126626		SEMA4D	non	novel, unsup	2
alzheimer	NCT02484547	2015	aducanumab (biib037)	aducanumab	experimental		6300.862422997947	OMIM	APP	non	novel, supported	1
ftd/als	NCT02487407	2015	odm-109	levosimendan	approved		126.6694045174538		TNNC1	approved	repurposing	3
huntington	NCT02494778	2015	pridopidine	pridopidine	experimental		571.0280629705682		SIGMAR1	approved	metoo	5
ftd/als	NCT02496767	2015	tirasemtiv	tirasemtiv	experimental		1535.8384668035592		TNNC1	approved	metoo	5
alzheimer	NCT02502253	2015	grape seed polyphenolic extract, resveratrol	grape	supplement					non	novel, unsup	2
alzheimer	NCT02503501	2015	insulin glulisine	insulin	approved		165.81519507186857		INSR	approved	repurposing	3
huntington	NCT02507284	2016	srx246	srx246	experimental		277.1526351813826		AVPR1A	approved	metoo	5
huntington	NCT02509793	2018	tetrabenazine	tetrabenazine	approved	2008			SLC18A2	approved	post-approval	7
huntington	NCT02519036	2015	isis 443139 10 mg	isis 443139	experimental		103.90143737166325	OMIM	HTT	non	novel, supported	1
ftd/als	NCT02525471	2015	rns60	rns60	experimental		49.14989733059548			non	novel, unsup	2
alzheimer	NCT02530255	2016	cycloastragenol	cycloastragenol	supplement		99.87679671457906			non	novel, unsup	2
parkinson	NCT02536976	2015	mirabegron	mirabegron	approved		18.666666666666668		ADRB3	approved	repurposing	3
alzheimer	NCT02541929	2016	docosahexaenoic acid	doconexent	approved		100.74469541409994		PPARA	approved	repurposing	3
parkinson	NCT02542696	2015	apl-130277	apomorphine	experimental	2004			DRD4	approved	post-approval	7
alzheimer	NCT02547818	2015	alzt-op1a	cromolyn,ibuprofen	combination		3255.7426420260094		S100P	approved	combination	4
parkinson	NCT02549092	2015	abt-slv187	carbidopa,levodopa	combination		418.135523613963		DRD1	approved	combination	4
alzheimer	NCT02549196	2015	solifenacin	solifenacin	approved		55.34839151266256		CHRM3	approved	repurposing	3
alzheimer	NCT02550665	2014	donepezil	donepezil	approved	1996	322.8473648186174		ACHE	approved	post-approval	7
alzheimer	NCT02551809	2015	ub-311	ub-311	experimental		121.84804928131418	OMIM	APP	non	novel, supported	1
alzheimer	NCT02553928	2015	memantine (once daily)	memantine	approved	2003	46.510609171800134		GRIN1	approved	post-approval	7
alzheimer	NCT02560753	2015	t3d-959	t3d-959	experimental		35.97535934291581		PPARD	approved	metoo	5
parkinson	NCT02562768	2015	ly3154207	mevidalen	experimental		113.89459274469542		DRD1	approved	metoo	5
alzheimer	NCT02565511	2015	cad106 immunotherapy	cad106	experimental		4480			non	novel, unsup	2
parkinson	NCT02565628	2015	pf-06669571	pf-06669571	experimental		9.801505817932922		DRD1	approved	metoo	5
alzheimer	NCT02569398	2015	atabecestat, 25 mg	atabecestat	experimental		1750.6803559206023		BACE1	non	novel, unsup	2
alzheimer	NCT02573740	2015	abt-957	alicapistat	experimental		4.008213552361396		CAPN1	non	novel, unsup	2
parkinson	NCT02577523	2015	nd0612 (levodopa/carbidopa solution)	carbidopa,levodopa	combination		44.42436687200548		DRD1	approved	combination	4
alzheimer	NCT02579252	2016	aadvac1	aadvac1	experimental		675.9644079397673		MAPT	non	novel, unsup	2
parkinson	NCT02579473	2016	ser-214	ser-214	experimental				DRD2	approved	metoo	5
alzheimer	NCT02580305	2015	suvn-502	suvn-502	experimental		2355.27446954141			non	novel, unsup	2
alzheimer	NCT02585934	2015	rvt-101	intepirdine	experimental		2523.791923340178		HTR6	approved	metoo	5
alzheimer	NCT02586909	2016	rvt-101 35 mg tablets	intepirdine	experimental		2105.1334702258728		HTR6	approved	metoo	5
ftd/als	NCT02588677	2013	masitinib (3.0)	masitinib	experimental		1936.290212183436			non	novel, unsup	2
parkinson	NCT02589340	2016	buspirone	buspirone	approved				HTR1A	approved	repurposing	3
alzheimer	NCT02593318	2015	oxaloacetate (oaa)	oxaloacetic acid	supplement		87.5564681724846			non	novel, unsup	2
parkinson	NCT02601586	2016	pr oxycodone	oxycodone	approved				OPRM1	approved	repurposing	3
parkinson	NCT02605434	2016	accordion pill™ carbidopa/levodopa	carbidopa,levodopa	combination				DRD1	approved	combination	4
parkinson	NCT02610231	2015	istradefylline 20 mg or 40 mg	istradefylline	approved	2019	490.75975359342914		ADORA2A	approved	pre-approval	6
parkinson	NCT02610868	2015	myobloc	botulinum toxin b	approved		311.7946611909651		VAMP1	approved	repurposing	3
alzheimer	NCT02614131	2015	ly2599666	ly2599666	experimental		50.10266940451746	OMIM	APP	non	novel, supported	1
alzheimer	NCT02615002	2015	piromelatine	piromelatine	experimental				MTNR1A	approved	metoo	5
parkinson	NCT02615873	2016	accordion pill™ carbidopa/levodopa	carbidopa,levodopa	combination				DRD1	approved	combination	4
parkinson	NCT02616120	2015	sqjz herbal mixtures	sqjz herbal mixtures	supplement					non	novel, unsup	2
