intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments	db_target	db_status	incl_count
na-831 (traneurocin) 20 mg qd	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03538522","NCT03538522")						1
na-831 (traneurocin) 40 mg qd	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03538522","NCT03538522")						1
nabilone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02351882","NCT02351882")				CNR2,CNR1	approved	1
nabilone 0.25 mg	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03769896","NCT03769896")						2
nalmefene	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02934919","NCT02934919")				OPRM1,OPRK1,OPRD1	approved	1
naltrexone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01052831","NCT01052831")					non	1
nandrolone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00000597","NCT00000597")					non	0
nap	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04144283","NCT04144283")						1
naproxen	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02702817","NCT02702817")					non	1
naproxen sodium (aleve)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00007189","NCT00007189")						1
nasal brushing	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02951559","NCT02951559")						0
nasal dilator strips	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02209363","NCT02209363")						1
nav5001	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01950455","NCT01950455")						0
navigated care	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02213458","NCT02213458")						1
nbm dbs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01701544","NCT01701544")						1
nbm stimulation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02589925","NCT02589925")						1
nbm-dbs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02763397","NCT02763397")						1
nbmi	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04184063","NCT04184063")						1
nbtx-001	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04097080","NCT04097080")						1
nd0611	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01103011","NCT01103011")						0
nd0612	combination product	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03462043","NCT03462043")						6
nd0612	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02726386","NCT02726386")						6
nd0612 (levodopa/carbidopa solution)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02577523","NCT02577523")						1
nd0612 solution for sc infusion	combination product	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04006210","NCT04006210")						1
ndv-3a	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03455309","NCT03455309")						0
ndx-1017	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03298672","NCT03298672")						1
near infrared light	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03724136","NCT03724136")						1
near infrared spectroscopy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03060239","NCT03060239")						0
nebicapone	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03103399","NCT03103399")					non	2
nebulizer	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02390089","NCT02390089")						1
needle insertion	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03178175","NCT03178175")						1
nefiracetam	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00001933","NCT00001933")					non	1
neflamapimod	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03402659","NCT03402659")					non	2
neither ismn nor cilostazol	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03451591","NCT03451591")						0
nelotanserin	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02708186","NCT02708186")					non	3
neopulse magnetic stimulator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00029666","NCT00029666")						1
neptune krill oil	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00867828","NCT00867828")						1
neramexane	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00090116","NCT00090116")					non	1
nerve &amp; muscle ultrasonography	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01900132","NCT01900132")						1
nerve conduction studies	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01900132","NCT01900132")						1
nerve growth factor	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01163825","NCT01163825")					non	1
neu-120	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00607451","NCT00607451")						1
neupro	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02055274","NCT02055274")						1
neupro (reference)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04183634","NCT04183634")						1
neupro 4mg/24hr transdermal patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03733561","NCT03733561")						0
neuraceq (florbetaben 18f)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02681172","NCT02681172")						0
neural implantation group	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03347955","NCT03347955")						1
neuro omega	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04197947","NCT04197947")						1
neuro rx gamma asynchronous	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03328195","NCT03328195")						1
neuro rx gamma synchronous	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03328195","NCT03328195")						1
neuro-imaging, lumbar puncture	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03901261","NCT03901261")						1
neuroad	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02166827","NCT02166827")						2
neurocognitive communicator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03100110","NCT03100110")						1
neurocognitive function	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02034357","NCT02034357")						0
neurocognitive testing	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03860857","NCT03860857")						0
neuroepo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04110678","NCT04110678")						1
neurofeedback	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03790774","NCT03790774")						1
neurofeedback and physical exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01867827","NCT01867827")						1
neurohormonal mechanisms	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03272230","NCT03272230")						0
neuroimaging	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01582919","NCT01582919")						0
neuroimaging	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02839187","NCT02839187")						0
neurolith	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04333329","NCT04333329")						2
neurologic music therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03049033","NCT03049033")						1
neurological and neuropsychological consultation, mri	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00684281","NCT00684281")						1
neurological and neuropsychological consultation, mri, studies in imaging of drip, dna	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00684281","NCT00684281")						1
neurological assessments	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03193099","NCT03193099")						0
neurological examinations	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02576821","NCT02576821")						1
neurological tests	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02134561","NCT02134561")						0
neuromuscular magnetic stimulation (nmms)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03618966","NCT03618966")						1
neuromuscular stimulation device	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01970891","NCT01970891")						1
neuromuscular taping	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03104049","NCT03104049")						1
neuronation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04259827","NCT04259827")						1
neuronavigation-guided single-element focused ultrasound transducer	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04118764","NCT04118764")						1
neuropsychiatric inventory clinician (npi-c)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03554226","NCT03554226")						0
neuropsychologic assessment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01325259","NCT01325259")						0
neuropsychological assessment	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03272230","NCT03272230")						2
neuropsychological assessment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01692977","NCT01692977")						2
neuropsychological detailed tests with focus on social cognition	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03004573","NCT03004573")						1
neuropsychological evaluation	behavioral	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02554331","NCT02554331")						4
neuropsychological evaluation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02811653","NCT02811653")						4
neuropsychological examination	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02236832","NCT02236832")						0
neuropsychological examinations	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02576821","NCT02576821")						1
neuropsychological test	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02550275","NCT02550275")						0
neuropsychological test battery	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03333096","NCT03333096")						0
neuropsychological tests	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01876459","NCT01876459")						0
neuropsychological tests	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02843906","NCT02843906")						0
neuropsychology tests	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02522091","NCT02522091")						0
neuroq	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04149639","NCT04149639")						1
neurostar repetitive transcranial magnetic stimulator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02190084","NCT02190084")						1
neurostimulation device for dysphagia	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00376506","NCT00376506")						1
neurx diaphragm pacing system (dps)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01605006","NCT01605006")						1
neurx dps	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03034317","NCT03034317")						1
neurx® diaphragm pacing system™ (dps)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01938495","NCT01938495")						1
new programming paradigm	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03732898","NCT03732898")						1
new targeting procedure without electrophysiology	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01817088","NCT01817088")						0
newgam 10% ivig	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01300728","NCT01300728")						1
ngp 555	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02537938","NCT02537938")						0
nh004 placebo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01844648","NCT01844648")						1
nh004 tropicamide	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01844648","NCT01844648")						1
nia diet for seniors	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02521818","NCT02521818")						1
niacin	dietary supplement	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03808961","NCT03808961")					non	2
niacinamide	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03808961","NCT03808961")						1
nic5-15	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00470418","NCT00470418")						1
nice cognitive training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01504958","NCT01504958")						1
nice-system	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01168245","NCT01168245")						1
nicoderm patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00018278","NCT00018278")						1
nicotinamide	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00580931","NCT00580931")					non	2
nicotinamide riboside	dietary supplement	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03568968","NCT03568968")					non	2
nicotine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00957918","NCT00957918")					non	1
nicotine gum	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02452125","NCT02452125")						1
nicotine nasal spray 10 mg/ml (0.5 mg/spray)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03865121","NCT03865121")						1
nicotine patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01216904","NCT01216904")						1
nicotine transdermal patch	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02720445","NCT02720445")						2
nightime niv initiation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02759003","NCT02759003")						1
nilotinib	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02281474","NCT02281474")					non	1
nilotinib 150 mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03764215","NCT03764215")						1
nilotinib 150mg oral capsule [tasigna]	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02954978","NCT02954978")						1
nilotinib 300mg oral capsule [tasigna]	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02954978","NCT02954978")						1
nilotinib capsule(s) once a day by mouth	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02947893","NCT02947893")						1
nilvadipine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02017340","NCT02017340")				CACNA1C,CACNA2D1,CACNB2	approved	1
nimv with sigh breaths	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04240925","NCT04240925")						1
nintendo wii	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03235284","NCT03235284")						1
nirs eeg hr recording	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02795663","NCT02795663")						0
nj-tube: silicon ed tube	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01479127","NCT01479127")						1
nk cell infusion:	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01390402","NCT01390402")						0
nly01	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04154072","NCT04154072")						1
nmes device comfort	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01968473","NCT01968473")						1
nni-362	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04074837","NCT04074837")						0
no access to a respite structure	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01639586","NCT01639586")						1
no auditory cueing	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")						1
no contact	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03333837","NCT03333837")						1
no contact-control group	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01155349","NCT01155349")						1
no exercise class	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02885285","NCT02885285")						1
no intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01506479","NCT01506479")						4
no intervention	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03689764","NCT03689764")						4
no practice effects (npe) cognitive battery, and miami computerized functional assessment scale (cfas)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03900273","NCT03900273")						0
no rhythm workers training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02855710","NCT02855710")						1
no study drug was administered in this study	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03664804","NCT03664804")						0
no training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01647698","NCT01647698")						1
no treatment	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03583879","NCT03583879")						2
nocturnal polysomnograpahy (npsg)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03053908","NCT03053908")						0
non aerobic yoga	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01811381","NCT01811381")						1
non directive support group	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03656159","NCT03656159")						1
non invasive prenatal diagnosis	genetic	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03087526","NCT03087526")						0
non invasive ventilation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00560287","NCT00560287")						1
non invasive ventilation delivered with one of the ventilator specifically designed for niv and given to the patient by the home care providers	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00560287","NCT00560287")						1
non pharmacological therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04194762","NCT04194762")						1
non-active study drug	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01469351","NCT01469351")						1
non-adaptive working memory training task (i.e. an active control task)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01647698","NCT01647698")						1
non-contact boxing training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01014663","NCT01014663")						1
non-group dance	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03333837","NCT03333837")						1
non-invasive home ventilation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01746381","NCT01746381")						1
non-invasive intervention with focused ultrasound (exablate 4000)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01698450","NCT01698450")						1
non-invasive ventilation	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00958048","NCT00958048")						1
non-music verbal interaction (placebo)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03643003","NCT03643003")						1
