nct	intervention_name	intervention_type
NCT01413100	questionnaire administration	other
NCT02840279	bpn14770	drug
NCT02840279	placebo	drug
NCT01178047	rasagiline	drug
NCT01055379	rasagiline	drug
NCT01055379	placebo	drug
NCT01854294	gm604	drug
NCT01854294	placebo comparator	drug
NCT02079909	t-817ma-h	drug
NCT02079909	t-817ma-l	drug
NCT02079909	placebo	drug
NCT03901092	flortaucipir f 18	drug
NCT02190084	neurostar repetitive transcranial magnetic stimulator	device
NCT01732653	tt+vr	other
NCT01732653	tt alone	other
NCT04040348	100 million cells allogeneic hmsc	biological
NCT04040348	200 million cells allogeneic hmsc	biological
NCT01035138	semagacestat	drug
NCT00687141	azd0328	drug
NCT00687141	placebo	drug
NCT01369901	a functional exercise program	behavioral
NCT01369901	a stretching exercise program	behavioral
NCT01029132	galantamine	drug
NCT03095092	bia 6-512 400 mg	drug
NCT00301951	anti-thymocyte globulin	biological
NCT00301951	sargramostim	biological
NCT00301951	busulfan	drug
NCT00301951	fludarabine phosphate	drug
NCT00301951	mycophenolate mofetil	drug
NCT00301951	tacrolimus	drug
NCT00301951	umbilical cord blood transplantation	procedure
NCT01286935	safinamide	drug
NCT01286935	safinamide	drug
NCT01286935	placebo	drug
NCT04223427	directional and single ring stn-dbs on gait	procedure
NCT00255086	memantine	drug
NCT00255086	placebo pill	drug
NCT00563732	lecozotan	drug
NCT02064166	intranasal insulin	drug
NCT02267785	skill-based exercise	other
NCT02267785	aerobic exercise	other
NCT02267785	social contact	other
NCT04182282	cares dementia-friendly hospitals online training and certification program	behavioral
NCT04045678	ly03003 ( rotigotine, extended-release microspheres)	drug
NCT04045678	placebo, extended-release microspheres	drug
NCT02733939	home monitoring kit	device
NCT03496870	opicapone	drug
NCT03496870	carbidopa levodopa	drug
NCT00368108	2 mg perampanel	drug
NCT00368108	4 mg perampanel	drug
NCT00368108	placebo comparator	drug
NCT00467766	psychosocial information, counseling, and support	behavioral
NCT00467766	donepezil (aricept)	drug
NCT04141891	driving decision aid	behavioral
NCT04141891	older drivers website	behavioral
NCT01766128	zonisamide	drug
NCT03741920	personal kinetigraph™ (pkg™)	device
NCT01424163	single dose reduced	drug
NCT01424163	single dose standard	drug
NCT01424163	multiple dose	drug
NCT01424163	multiple dose	drug
NCT00056329	vitamin e	drug
NCT00056329	multivitamin	drug
NCT00056329	placebo	drug
NCT03115827	droxidopa	drug
NCT03115827	carbidopa	drug
NCT00054340	anti-thymocyte globulin	biological
NCT00054340	busulfan	drug
NCT00054340	cyclophosphamide	drug
NCT00054340	cyclosporine	drug
NCT00054340	methotrexate	drug
NCT00054340	allogeneic bone marrow transplantation	procedure
NCT00054340	peripheral blood stem cell transplantation	procedure
NCT03746366	[c-11]	radiation
NCT03746366	pittsburgh compound b	drug
NCT00694941	ono-2506po	drug
NCT00021723	an-1792 also known as aip-001	biological
NCT01529619	rivastigmine transdermal patch	drug
NCT00907972	vitamin d3	dietary supplement
NCT00907972	placebo	other
NCT02214251	pk-16ch exg system	device
NCT03828058	envarsus xr	drug
NCT03828058	prograf	drug
NCT00724906	123 i - altropane®	drug
NCT02850159	rtms and tdcs	device
NCT02850159	rtms	device
NCT01721460	dexmedetomidine	drug
NCT01884571	basiliximab	drug
NCT01884571	methylprednisolone	drug
NCT01884571	prednisone	drug
NCT01884571	tacrolimus	drug
NCT01884571	mycophenolate mofetil	drug
NCT03318523	placebo	drug
NCT03318523	biib054	drug
NCT00507715	plantago ovata husk	drug
NCT00507715	hemicellulose crystalline	other
NCT01703702	florbetapir (18f)	drug
NCT00200447	carbidopa/l-dopa	drug
NCT00200447	carbidopa/l-dopa/entacapone	drug
NCT00200447	stalevo	drug
NCT00200447	[123i]-ibzm imaging	procedure
NCT00006337	kw-6002	drug
NCT00006337	iv levodopa	drug
NCT02617017	buspirone	drug
NCT02617017	placebo	drug
NCT03666624	personalized care network	behavioral
NCT03682185	attention-control condition	behavioral
NCT03682185	timed activity intervention	behavioral
NCT03438604	donepezil tds	drug
NCT01634243	spm 962	drug
NCT00001749	antithymocyte globulin	drug
NCT00001749	cyclosporine	drug
NCT03306329	dns-7801 (low-dose)	drug
NCT03306329	dns-7801 (high dose)	drug
NCT03306329	placebo	drug
NCT03202017	expiratory muscle strength training (emst)	procedure
NCT03202017	emst + lung volume recruitment (lvr)	procedure
NCT02082249	abt-slv187	drug
NCT00730314	hematopoietic stem cell transplantation	procedure
NCT00004474	anti-thymocyte globulin	drug
NCT00004474	cyclophosphamide	drug
NCT00004474	bone marrow transplantation	procedure
NCT02601586	pr oxycodone	drug
NCT02601586	levodopa	drug
NCT02601586	oxycodone placebo	drug
NCT02601586	levodopa placebo	drug
NCT04102579	valbenazine	drug
NCT04102579	placebo	drug
NCT02274324	different diets	dietary supplement
NCT00410566	rhasm	drug
NCT00410566	rhasm	drug
NCT00410566	rhasm	drug
NCT00410566	rhasm	drug
NCT00410566	rhasm	drug
NCT04113967	biodanza program	other
NCT02803749	buspirone	drug
NCT02803749	placebo	drug
NCT02789592	melatonin pr	drug
NCT02789592	clonazepam	drug
NCT02789592	melatonin pr placebo	drug
NCT02789592	clonazepam placebo	drug
NCT00036218	sumanirole	drug
NCT00036218	ropinirole	drug
NCT00879593	ptcco2	device
NCT02680522	exercise	other
NCT00459693	[11c]pbr28	drug
NCT03828383	in-home technology	device
NCT03828383	limited in-home technology	device
NCT02674724	gym group	other
NCT02674724	free weights group	other
NCT02674724	control group	other
NCT02454465	acceptance and commitment therapy group	other
NCT00359944	ac-3933	drug
NCT00359944	ac-3933	drug
NCT00359944	sugar pill	other
NCT01723553	c-11 pib	drug
NCT00009204	citalopram [celexa]	drug
NCT00009204	perphenazine [trilafon]	drug
NCT02914366	ambroxol	drug
NCT02914366	placebo	other
NCT03699644	spectral-domain optical coherence tomography (sd-oct)	device
NCT03699644	magnetic resonance imaging (mri)	device
NCT03699644	positron emission tomography (pet)	device
NCT03699644	comprehensive ophthalmic examination	diagnostic test
NCT03699644	fundus photography	device
NCT02249715	brainsway multiway deep tms device (two channels)	device
NCT03548506	omnidirectional deep brain stimulation of stn	device
NCT03548506	directional deep brain stimulation of stn	device
NCT02167256	azd0530 100mg daily	drug
NCT02167256	azd0530 125mg daily	drug
NCT02167256	placebo	drug
NCT01047254	elontril	drug
NCT01047254	placebo	drug
NCT02035982	cholinesterase inhibitor	drug
NCT02035982	placebo	drug
NCT03204526	deep brain stimulation	device
NCT00417482	risperidone	drug
NCT01765257	azilect®	drug
NCT01765257	placebo	drug
NCT00083590	huperzine a	drug
NCT03954210	cognitive behavioral therapy for insomnia (cbt-i)	behavioral
NCT03954210	active control	behavioral
NCT01609283	autologous mesenchymal stem cells	biological
NCT03076671	palliative care	behavioral
NCT01361724	physical therapy	behavioral
NCT01361724	group exercise class	behavioral
NCT01361724	home program	behavioral
NCT03828123	suspension of human autologous msc 3p in 1.5 ml	biological
NCT00633880	placebo	drug
NCT00633880	droxidopa	drug
NCT00423085	rivastigmine transdermal patch	drug
NCT00423085	placebo	drug
NCT03843268	amps gondola	device
NCT03843268	sham gondola	device
NCT03766321	fecal microbiota transplantation	biological
NCT03766321	placebo	biological
NCT02781454	mexiletine	drug
NCT02781454	placebo	drug
NCT00909285	tms stimulation	device
NCT00909285	sham comparator	device
NCT00909285	cognitive training	behavioral
NCT01348451	surgical implantation	device
NCT02969759	skin biopsy	other
NCT00951834	epigallocatechin-gallate	drug
NCT00951834	placebo	drug
NCT03481348	pharyngeal electrical stimulation	device
NCT01749917	exercise program	other
NCT01749917	control intervention	other
NCT01677572	aducanumab (recombinant, fully human anti-aβ igg1 mab)	drug
NCT01677572	placebo	drug
NCT04255329	montessori reading roundtable	other
NCT04255329	usual reading	other
NCT02205216	active tdcs	device
NCT02205216	sham tdcs	device
NCT02205216	rehabilitation therapy	behavioral
NCT00498758	apos system - biomechanical wedge shoe	device
NCT03552068	placebo	drug
NCT03552068	clonidine	drug
NCT02763839	bia 3-202	drug
NCT02763839	placebo	drug
NCT02763839	sinemet 25/100	drug
NCT02731599	treadmill training with cues	procedure
NCT03002142	hearing aids	device
NCT03002142	placebo	device
NCT04260581	determination of drug effects through amantadine cessation	drug
NCT00376506	neurostimulation device for dysphagia	device
NCT00376506	external vibrotactile device	device
NCT01536015	rotigotine	drug
NCT01536015	placebo	drug
NCT00460148	ropinirole	drug
NCT02231671	als-008176	drug
NCT02231671	als-008112	drug
NCT02256072	plan your lifespan website	other
NCT02256072	go4life website	other
NCT02230904	rotigotine (test product pr 2.3.1)	drug
NCT02230904	rotigotine (reference product pr 2.1.1)	drug
NCT01133405	ly2886721	drug
NCT01133405	placebo	drug
NCT02190851	tens	device
NCT02190851	control	device
NCT00581867	insulin aspart	drug
NCT00581867	placebo	drug
NCT00403507	participation in a monitored exercise program	behavioral
NCT00403507	personalized aerobic and strength training.	behavioral
NCT03604822	music therapy	procedure
NCT03648749	speech-to-noise feedback	behavioral
NCT02626572	s47445 5mg	drug
NCT02626572	s47445 15mg	drug
NCT02626572	s47445 50mg	drug
NCT02626572	placebo	drug
NCT00916617	bapineuzumab	drug
NCT02797496	asymmetric motor strengthening	other
NCT02797496	conventional therapy	other
NCT03686462	virtual reality-based interactive treadmill training	device
NCT03686462	treadmill training without vr-based interaction	device
NCT02450552	ezogabine	drug
NCT02450552	placebo	drug
NCT03493282	active treatment- ct1812 100 mg	drug
NCT03493282	placebo	drug
NCT03493282	active treatment- ct1812 300 mg	drug
NCT01092065	afq056 with l-dopa	drug
NCT01092065	placebo	drug
NCT02959502	receive tdcs+cr	other
NCT02959502	facilitate tdcs + cr	other
NCT00322036	mpc-7869	drug
NCT00322036	mpc-7869	drug
NCT00600093	amantadine	drug
NCT03313973	with self stretching same muscle	procedure
NCT03313973	with self stretching of forearm muscles	procedure
NCT00104442	rivastigmine	drug
NCT03454425	exablate subthalamotomy	device
NCT03454425	sham exablate subthalamotomy	device
NCT00970333	[18f]-feppa	drug
NCT00305903	rivastigmine, memantine	drug
NCT00724048	acr16 10 mg	drug
NCT00724048	acr16 22.5 mg	drug
NCT00724048	acr16 45 mg	drug
NCT00724048	placebo	other
NCT02245737	lanabecestat	drug
NCT02245737	placebo	drug
NCT01738191	atomoxetine	drug
NCT01738191	placebo	drug
NCT01327859	prior donepezil 5mg	drug
NCT01327859	prior donzepezil 10mg	drug
NCT01327859	prior placebo	drug
NCT01168596	rasagiline	drug
NCT01168596	placebo	drug
NCT02701647	repetitive transcranial magnetic stimulation (rtms)	device
NCT02701647	treadmill training	other
NCT03710707	dnl201	drug
NCT03710707	placebo	drug
NCT04203108	atg	drug
NCT04203108	csa	drug
NCT04203108	mtx	drug
NCT04203108	mmf	drug
NCT00931944	kns-760704	drug
NCT03351452	real anodal transcranial direct current stimulation	device
NCT03351452	real transcranial alternating current stimulation	device
NCT03351452	sham transcranial electric current stimulation	device
NCT01520727	bia 9-1067	drug
NCT01520727	placebo	drug
NCT03042416	18f-dopa	drug
NCT02438215	irx4204	drug
NCT01056965	davunetide (al-108, nap)	drug
NCT01056965	placebo nasal spray	drug
NCT03189472	active tdcs	device
NCT03189472	sham tdcs	device
NCT02857244	duloxetine	drug
NCT02857244	donepezil	drug
NCT02857244	modafinil	drug
NCT00629161	traditional chinese medicinal mixture (composed of roucongrong and adjuvant)	drug
NCT00629161	placebo	drug
NCT01169324	alteration of dbs stimulator settings	other
NCT00219232	rivastigmine transdermal patch	drug
NCT01296464	carbidopa	drug
NCT02111122	sodium oxybate	drug
NCT04251182	15mg t3d-959	drug
NCT04251182	30 mg t3d-959	drug
NCT04251182	45 mg t3d-959	drug
NCT04251182	placebos	drug
NCT03185208	lithium carbonate	drug
NCT03185208	placebo oral capsule	drug
NCT00322153	memantine er	drug
NCT00322153	placebo	drug
NCT04157244	tailored music listening intervention	behavioral
NCT00203359	etanercept given by perispinal administration	drug
NCT02318927	deep brain stimulation	device
NCT02242071	stem cell	biological
NCT03725501	als-l1023	drug
NCT03725501	ranibizumab	drug
NCT03725501	placebo	other
NCT00254033	dextroamphetamine	drug
NCT00254033	methylphenidate	drug
NCT00812851	dronabinol	drug
NCT01019343	transcranial direct current stimulation(tdcs)	procedure
NCT01019343	eye-tracking device	device
NCT01019343	pulsed vibrator	device
NCT01019343	gait trainer treadmill (gtt)	other
NCT01019343	standard psychiatric scales scid-i, ybocs and sci-obs-lifetime and cognitive scalesmmse and moca	other
NCT01019343	imobility	device
NCT01019343	qmat	device
NCT01019343	treadmill test	diagnostic test
NCT01019343	arm intellistretch device	device
NCT01019343	transcranial sonography (tcs)	procedure
NCT01019343	behavioral tasks	other
NCT01019343	tms single/paired pulse	procedure
NCT01019343	meg	procedure
NCT01019343	eeg	procedure
NCT01019343	mri techniques	procedure
NCT01019343	peripheral nerve stimulation	procedure
NCT01019343	emg	procedure
NCT01019343	trancutaneous spinal direct current stimulation (tsdcs)	procedure
NCT02271685	instructions about overestimates	other
NCT02271685	instructions about parkinson's	other
NCT02271685	instructions about underestimates	other
NCT02271685	instructions about alzheimers	other
NCT00177671	escitalopram	drug
NCT00177671	donepezil	drug
NCT00177671	venlafaxine	drug
NCT00177671	placebo	drug
NCT00177671	duloxetine	drug
NCT03649724	placebo	drug
NCT03649724	eligard 22.5mg suspension for injection	drug
NCT00097916	memantine hcl	drug
NCT01355835	deep brain stimulation (activa pc, medtronic)	device
NCT02750306	suvorexant	drug
NCT02750306	placebo	drug
NCT01281189	dexpramipexole	drug
NCT01281189	placebo	drug
NCT03578653	merging yoga and occupational therapy for parkinson disease	behavioral
NCT03100149	ro7046015	drug
NCT03100149	ro7046015	drug
NCT03100149	placebo	drug
NCT02820896	placebo	drug
NCT02820896	ro7105705	drug
NCT00076687	botulinum toxin type a	biological
NCT00076687	botulinum toxin type a	biological
NCT00076687	saline	drug
NCT02419313	incobotulinumtoxina	drug
NCT02419313	saline	drug
NCT03577262	[11c]-ucb-j	other
NCT03039673	riluzole	drug
NCT03039673	il-2	drug
NCT03039673	5% glucose water solution	drug
NCT01922258	brexpiprazole, opc-34712	drug
NCT02038608	pet	device
NCT02031198	aadvac1	drug
NCT01532141	bia 9-1067	drug
NCT01532141	rasagiline	drug
NCT01874522	tas-102 tablets	drug
NCT01874522	tas-102 oral solution	drug
NCT00026988	creatine	drug
NCT00550420	rosiglitazone xr	drug
NCT00584090	solifenacin succinate (vesicare)	drug
NCT00584090	placebo	drug
NCT01168245	sham-nice-system	device
NCT01168245	nice-system	device
NCT00141661	pf-04494700 - low dose arm	drug
NCT00141661	pf-04494700 - high dose arm	drug
NCT00141661	placebo comparator	drug
NCT02612688	acp video program	behavioral
NCT02960464	transcranial direct current stimulation	device
NCT02960464	sham transcranial direct current stimulation	device
NCT02346201	methylphenidate	drug
NCT02346201	placebo	drug
NCT00142805	ketasyn™ (ac-1202)	drug
NCT02480803	continuous intrajejunal infusion of levodopa-carbidopa	drug
NCT02480803	deep brain stimulation	device
NCT00354133	kinetra and soletra (neurostimulator, medtronic)	device
NCT00354133	best medical treatment	drug
NCT00404170	b-cit and spect imaging	drug
NCT02071823	bia 9-1067	drug
NCT03843944	safinamide	drug
NCT02907567	ct1812	drug
NCT02907567	placebo	drug
NCT00920946	dimebon	drug
NCT00920946	placebo	other
NCT00980785	ramipril	drug
NCT00980785	placebo	drug
NCT03580616	l-serine	drug
NCT03008161	npt088	drug
NCT03008161	placebo	drug
NCT02789800	dimac02	behavioral
NCT03193489	follow-up	other
NCT03193489	post-treatment control	other
NCT03193489	control parkinson group	other
NCT00586430	lorazepam	drug
NCT00586430	placebo	drug
NCT00372879	vitamin e	dietary supplement
NCT00006077	ns2330	drug
NCT00006077	levodopa and domperidone	drug
NCT01397422	ads-5102 (extended release amantadine hcl)	drug
NCT01608061	dbs-f on	device
NCT01608061	dbs-f off	device
NCT02096601	levodopa and carbidopa sc solution	drug
NCT02096601	oral levodopa and carbidopa	drug
