intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments
mri	radiation	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00987090","NCT00987090")			
mri + 18fdg-pet + neuropsychological assessments ; 18fdg performed especially for the research	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01530438","NCT01530438")			
mri 3t	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02576821","NCT02576821")			
mri 7t	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02576821","NCT02576821")			
mri acquisition	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02428816","NCT02428816")			
mri and pet scan	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03129269","NCT03129269")			
mri based perfusion imaging	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03912571","NCT03912571")			
mri exam of the brain	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02445469","NCT02445469")			
mri imaging	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02236832","NCT02236832")			
mri of the spine	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03753945","NCT03753945")			
mri scan	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01459016","NCT01459016")			
mri screening form	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04099823","NCT04099823")			
mri techniques	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01019343","NCT01019343")			
mri(magnetic resonance imaging)	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01995903","NCT01995903")			
mri-examinations	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03939286","NCT03939286")			
mrighifu unilateral subthalamotomy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02912871","NCT02912871")			
ms band 2	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03425877","NCT03425877")			
msc-ntf cells transplantation (im)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01051882","NCT01051882")			
msc-ntf cells transplantation (it)	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01051882","NCT01051882")			
msc_ntf cells transplantation by multiple intramuscular injections at 24 separate sites, in addition to a single intrathechal injection into the csf	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01777646","NCT01777646")			
msdc-0160	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01374438","NCT01374438")			
mt-1186	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04176224","NCT04176224")			
mt-4666	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01764243","NCT01764243")			
mtx	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04203108","NCT04203108")			
multi-sensory supportive care	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01819714","NCT01819714")			
multicomponent intervention	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04280861","NCT04280861")			
multicomponent psychosocial intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00177489","NCT00177489")			
multicontext for pd strategy training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04048122","NCT04048122")			
multicultural healthy diet	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03240406","NCT03240406")			
multidimensional fragility index questionnaire rai-home care	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03360552","NCT03360552")			
multidimensional stimulation group therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01893398","NCT01893398")			
multidisciplinary approach	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03442322","NCT03442322")			
multidisciplinary care	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00518791","NCT00518791")			
multidisciplinary intensive rehabilitation treatment (mirt)	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02756676","NCT02756676")			
multidisciplinary team meetings (mdtm)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01569997","NCT01569997")			
multidomain lifestyle	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03249688","NCT03249688")			
multifactorial fall prevention program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00518648","NCT00518648")			
multimodal brain imaging (mri)	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04044495","NCT04044495")			
multimodal overground locomotor training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03864393","NCT03864393")			
multiple dose	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01424163","NCT01424163")			
multivitamin	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00056329","NCT00056329")			
muscimol	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00921128","NCT00921128")			
muscle biopsy	procedure	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03573466","NCT03573466")			
muscle relaxation using full body massage machine	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03507192","NCT03507192")			
muscle strength training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01971528","NCT01971528")			
muscle training	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01504009","NCT01504009")			
music	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03121950","NCT03121950")			
music and memory	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03821844","NCT03821844")			
music and physical activity	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03447444","NCT03447444")			
music and treadmill walking program	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00750945","NCT00750945")			
music balance board	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04146688","NCT04146688")			
music experience questionnaire	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03342326","NCT03342326")			
music fast	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")			
music intervention	other	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02376686","NCT02376686")			
music lessons	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03444181","NCT03444181")			
music normal	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")			
music slow	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03253965","NCT03253965")			
music supported therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03049033","NCT03049033")			
music therapy	behavioral	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03643003","NCT03643003")			
music therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04212897","NCT04212897")			
music therapy	procedure	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03604822","NCT03604822")			
music training	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02432222","NCT02432222")			
musical intervention	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02833870","NCT02833870")			
musical treadmill	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03546244","NCT03546244")			
my plate	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03284112","NCT03284112")			
my tools 4 care	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02428387","NCT02428387")			
mycophenolate	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02152345","NCT02152345")			
mycophenolate mofetil	drug	19	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00882895","NCT00882895")			
mycophenolate mofetil (mmf)	drug	6	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00482053","NCT00482053")			
mycophenolate mofetil 250mg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00899847","NCT00899847")			
mycophenolic acid	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01336296","NCT01336296")			
mycophenolic acid oral product	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03828682","NCT03828682")			
mylotarg	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00038831","NCT00038831")			
myobloc	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01994109","NCT01994109")			
mytap oral appliance plus mouth shield	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03929302","NCT03929302")			
mézières method	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02891473","NCT02891473")			
n-0923	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00001931","NCT00001931")			
n-831(traneurocin) 10 mg qd	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03538522","NCT03538522")			
n-acetyl cysteine	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00975689","NCT00975689")			
n-acetylcysteine	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01470027","NCT01470027")			
n-acetylcysteine capsule	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02212678","NCT02212678")			
n-hydroxy-n'-phenyl-octanediamide (vorinostat)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03056495","NCT03056495")			
na-831 (traneurocin) 20 mg qd	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03538522","NCT03538522")			
na-831 (traneurocin) 40 mg qd	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03538522","NCT03538522")			
nabilone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02351882","NCT02351882")			
nabilone 0.25 mg	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03769896","NCT03769896")			
nalmefene	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02934919","NCT02934919")			
naltrexone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01052831","NCT01052831")			
nandrolone	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00000597","NCT00000597")			
nap	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04144283","NCT04144283")			
naproxen	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02702817","NCT02702817")			
naproxen sodium (aleve)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00007189","NCT00007189")			
nasal brushing	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02951559","NCT02951559")			
nasal dilator strips	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02209363","NCT02209363")			
nav5001	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01950455","NCT01950455")			
navigated care	behavioral	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02213458","NCT02213458")			
nbm dbs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01701544","NCT01701544")			
nbm stimulation	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02589925","NCT02589925")			
nbm-dbs	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02763397","NCT02763397")			
nbmi	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04184063","NCT04184063")			
nbtx-001	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04097080","NCT04097080")			
nd0611	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01103011","NCT01103011")			
nd0612	combination product	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03462043","NCT03462043")			
nd0612	drug	4	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02726386","NCT02726386")			
nd0612 (levodopa/carbidopa solution)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02577523","NCT02577523")			
nd0612 solution for sc infusion	combination product	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04006210","NCT04006210")			
ndv-3a	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03455309","NCT03455309")			
ndx-1017	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03298672","NCT03298672")			
near infrared light	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03724136","NCT03724136")			
near infrared spectroscopy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03060239","NCT03060239")			
nebicapone	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03103399","NCT03103399")			
nebulizer	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02390089","NCT02390089")			
needle insertion	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03178175","NCT03178175")			
nefiracetam	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00001933","NCT00001933")			
neflamapimod	drug	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03402659","NCT03402659")			
neither ismn nor cilostazol	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03451591","NCT03451591")			
nelotanserin	drug	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02708186","NCT02708186")			
neopulse magnetic stimulator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00029666","NCT00029666")			
neptune krill oil	dietary supplement	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00867828","NCT00867828")			
neramexane	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00090116","NCT00090116")			
nerve &amp; muscle ultrasonography	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01900132","NCT01900132")			
nerve conduction studies	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01900132","NCT01900132")			
nerve growth factor	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01163825","NCT01163825")			
neu-120	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00607451","NCT00607451")			
neupro	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02055274","NCT02055274")			
neupro (reference)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04183634","NCT04183634")			
neupro 4mg/24hr transdermal patch	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03733561","NCT03733561")			
neuraceq (florbetaben 18f)	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02681172","NCT02681172")			
neural implantation group	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03347955","NCT03347955")			
neuro omega	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04197947","NCT04197947")			
neuro rx gamma asynchronous	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03328195","NCT03328195")			
neuro rx gamma synchronous	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03328195","NCT03328195")			
neuro-imaging, lumbar puncture	procedure	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03901261","NCT03901261")			
neuroad	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02166827","NCT02166827")			
neurocognitive communicator	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03100110","NCT03100110")			
neurocognitive function	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02034357","NCT02034357")			
neurocognitive testing	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03860857","NCT03860857")			
neuroepo	drug	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04110678","NCT04110678")			
neurofeedback	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03790774","NCT03790774")			
neurofeedback and physical exercise	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01867827","NCT01867827")			
neurohormonal mechanisms	biological	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03272230","NCT03272230")			
neuroimaging	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01582919","NCT01582919")			
neuroimaging	radiation	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02839187","NCT02839187")			
neurolith	device	2	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04333329","NCT04333329")			
neurologic music therapy	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03049033","NCT03049033")			
neurological and neuropsychological consultation, mri	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00684281","NCT00684281")			
neurological and neuropsychological consultation, mri, studies in imaging of drip, dna	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT00684281","NCT00684281")			
neurological assessments	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03193099","NCT03193099")			
neurological examinations	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02576821","NCT02576821")			
neurological tests	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02134561","NCT02134561")			
neuromuscular magnetic stimulation (nmms)	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03618966","NCT03618966")			
neuromuscular stimulation device	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01970891","NCT01970891")			
neuromuscular taping	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03104049","NCT03104049")			
neuronation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04259827","NCT04259827")			
neuronavigation-guided single-element focused ultrasound transducer	device	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT04118764","NCT04118764")			
neuropsychiatric inventory clinician (npi-c)	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03554226","NCT03554226")			
neuropsychologic assessment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01325259","NCT01325259")			
neuropsychological assessment	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03272230","NCT03272230")			
neuropsychological assessment	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01692977","NCT01692977")			
neuropsychological detailed tests with focus on social cognition	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03004573","NCT03004573")			
neuropsychological evaluation	behavioral	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02554331","NCT02554331")			
neuropsychological evaluation	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02811653","NCT02811653")			
neuropsychological examination	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02236832","NCT02236832")			
neuropsychological examinations	other	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02576821","NCT02576821")			
neuropsychological test	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02550275","NCT02550275")			
neuropsychological test battery	diagnostic test	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT03333096","NCT03333096")			
neuropsychological tests	behavioral	1	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT01876459","NCT01876459")			
neuropsychological tests	other	3	=HYPERLINK("https://clinicaltrials.gov/ct2/show/NCT02843906","NCT02843906")			
