intervention_name	intervention_type	n_trials	example_trial	intervention_class	target_gene	target_gene_comments	regulatory_status	comment	priority
ns 2330 (tesofensine)	drug	1	NCT00153010						FALSE
ns2330	drug	1	NCT00006077						FALSE
nsa-789	drug	1	NCT00795730						FALSE
nt-mci/ad caregiving	behavioral	1	NCT00321971						FALSE
ntcell	other	1	NCT01734733						FALSE
ntcell implantation	biological	1	NCT02683629						FALSE
nuedexta	drug	1	NCT01806857						FALSE
nuedexta (20/10)	drug	1	NCT01832350						FALSE
nurown® (msc-ntf cells)	biological	1	NCT03280056						FALSE
nutriceutical formulation	dietary supplement	1	NCT01320527						FALSE
nutrition condition	behavioral	1	NCT03049501						FALSE
nutritional counseling using an e-health application	behavioral	1	NCT02418546						FALSE
nutritional programme	behavioral	1	NCT00479843						FALSE
nutritional supplementation	dietary supplement	1	NCT03382353						FALSE
nyuci-ac	behavioral	1	NCT00362284						FALSE
nyx-458	drug	1	NCT04148391						FALSE
observational	other	1	NCT01384344						FALSE
observational cohort	other	1	NCT02352363						FALSE
observationnal	other	1	NCT01661660						FALSE
oc oral solution treatment a	drug	1	NCT01370811						FALSE
oc oral solution treatment b	drug	1	NCT01370811						FALSE
oc oral solution treatment c	drug	1	NCT01370811						FALSE
oc oral solution treatment d	drug	1	NCT01370811						FALSE
occupational therapy	behavioral	2	NCT01336127						FALSE
occupational therapy	other	3	NCT03049033						FALSE
octagam 10%	biological	2	NCT00812565						FALSE
octohydroaminoacridine succinate	drug	1	NCT03283059						FALSE
octohydroaminoacridine succinate tablets	drug	3	NCT01569516						FALSE
oculomotor measurements	other	1	NCT01577394						FALSE
ocusweep test battery	device	1	NCT03333096						FALSE
odm-101 105mg carbidopa	drug	1	NCT01766258						FALSE
odm-101 65mg carbidopa	drug	1	NCT01766258						FALSE
odm-109	drug	1	NCT02487407						FALSE
ogt918	drug	1	NCT00316498						FALSE
olanzapine	drug	5	NCT00876772						FALSE
old school hip-hop	behavioral	1	NCT03284112						FALSE
older drivers website	behavioral	1	NCT04141891						FALSE
olesoxime	drug	1	NCT00868166						FALSE
olfactory measuring device	device	2	NCT03721042						FALSE
olfactory test	diagnostic test	1	NCT03698760						FALSE
olipudase alfa	drug	1	NCT02292654						FALSE
omega 3 pufa	drug	1	NCT01953705						FALSE
omega-3 polyunsaturated fatty acids ( epa+dha)	dietary supplement	1	NCT00628017						FALSE
omega-3 treatment (DHA/EPA)	dietary supplement	1	NCT03691519	molecular	PPARA	PPARA/PTGS2	approved		FALSE
omental transposition for mild alzheimers disease	procedure	1	NCT02349191						FALSE
omm treatment	procedure	1	NCT02344485						FALSE
omm treatment arm	procedure	1	NCT02107638						FALSE
omni-biotic stress repair	dietary supplement	1	NCT03847714						FALSE
omnidirectional deep brain stimulation of stn	device	1	NCT03548506						FALSE
omnidirectional stimulation	device	1	NCT02989610						FALSE
oms643762	drug	1	NCT02074410						FALSE
onabotulinumtoxin a injection	drug	1	NCT03301272						FALSE
onabotulinumtoxina	biological	1	NCT03069911						FALSE
one month delay	behavioral	1	NCT02420535						FALSE
ongentys	drug	1	NCT03820037						FALSE
online cognitive training	behavioral	1	NCT02525367						FALSE
online cognitive training 1	behavioral	1	NCT02920632						FALSE
online cognitive training 2	behavioral	1	NCT02920632						FALSE
online counseling via zoom teleconferencing	other	1	NCT02347202						FALSE
online heart-focused breathing intervention	behavioral	1	NCT04077450						FALSE
online self-help	behavioral	1	NCT01731717						FALSE
ono-2506po	drug	5	NCT00403104						FALSE
olive oil (oo)	other	1	NCT03824197	molecular	PMP2	Drugbank says questionable	approved	olive oil is 70% oleic acid, searched for the gene target of oleic acid	FALSE
opc	drug	1	NCT02169427						FALSE
open loop dbs (summit rc+s)	device	1	NCT04043403						FALSE
ophthalmological examination & questionnaire	other	1	NCT01555827						FALSE
opicapone	drug	2	NCT03496870	molecular	COMT				FALSE
opicapone (opc)	drug	2	NCT03116295						FALSE
optic coherence tomography	diagnostic test	1	NCT03377868						FALSE
optical coherence tomography	device	1	NCT02663531						FALSE
optical coherence tomography	diagnostic test	1	NCT03454269						FALSE
optimal care of vrf	other	1	NCT01423396						FALSE
optimal drug therapy	drug	1	NCT00282152						FALSE
optimized antiparkinsonian treatment	drug	1	NCT02799381						FALSE
optional blood-oxygen-level dependent functionalmri	other	1	NCT03407378						FALSE
optional pharmacogenetic assessment	genetic	1	NCT03407378						FALSE
options counselor health educator (oc-he) intervention	behavioral	1	NCT03932812						FALSE
oral d-mannitol of placebo	dietary supplement	1	NCT03823638						FALSE
oral education	behavioral	1	NCT03965390						FALSE
oral escitalopram	drug	1	NCT00070941						FALSE
oral levodopa and carbidopa	drug	1	NCT02096601						FALSE
oral levodopa/carbidopa	drug	1	NCT01479127						FALSE
oral nutritional supplementation	dietary supplement	1	NCT02152449						FALSE
orally disintegrating selegiline (zelapar)	drug	1	NCT00443872						FALSE
orientations about swallowing	other	1	NCT02973698						FALSE
original surgery	procedure	1	NCT02424929						FALSE
orm-12741	drug	4	NCT02471196						FALSE
orthographic	behavioral	1	NCT02675270						FALSE
orthotics alone	device	1	NCT02809391						FALSE
orthotics+textured top cover	device	1	NCT02809391						FALSE
ory-2001 high dose	drug	1	NCT03867253						FALSE
ory-2001 low dose	drug	1	NCT03867253						FALSE
osteopathic manipulative medicine treatment	other	1	NCT01636011						FALSE
osteopathic manipulative treatment (omt)	procedure	1	NCT03616145						FALSE
osteopathic manipulative treatment (omt)+ multidisciplinary intensive rehabilitation treatment (mirt)	procedure	1	NCT04137848						FALSE
osteopathic manual therapy	other	1	NCT03307161						FALSE
osteopathic treatment	other	1	NCT02548663						FALSE
ot training	other	1	NCT04045080						FALSE
other parkinson's disease treatments	drug	2	NCT00537017						FALSE
outpatient psychotherapy	behavioral	1	NCT01731717						FALSE
overnight fast	other	1	NCT03551769						FALSE
overnight polysomnography	diagnostic test	1	NCT03923569						FALSE
oxaloacetate (oaa)	dietary supplement	1	NCT02063308						FALSE
oxaloacetate (oaa)	drug	2	NCT01741701						FALSE
oxaloacetic acid	drug	1	NCT04204889						FALSE
oxb-102	drug	1	NCT03720418						FALSE
oxepa	dietary supplement	1	NCT00983983						FALSE
oxybutynin and darifenacin	drug	1	NCT00892450						FALSE
oxycodone placebo	drug	1	NCT02601586						FALSE
oxycodone/naloxone prolonged release tablets	drug	1	NCT01439100						FALSE
oxytocin	drug	1	NCT01386333						FALSE
ozanezumab	drug	1	NCT01753076						FALSE
p2b001	drug	1	NCT03329508						FALSE
p2b001 once daily (pramipexole 0.3 mg / rasagiline 0.75 mg),	drug	1	NCT01968460						FALSE
p2b001 once daily (pramipexole 0.6 mg / rasagiline 0.75 mg),	drug	1	NCT01968460						FALSE
p300 brain computer interface keyboard	device	1	NCT01119001						FALSE
painting sessions.	behavioral	1	NCT02670993						FALSE
paired associative stimulation	procedure	1	NCT01847586						FALSE
paired associative stimulation-control	procedure	1	NCT01847586						FALSE
paired plie program	behavioral	1	NCT02403752						FALSE
palliative care	behavioral	1	NCT03076671						FALSE
palliative care referral	behavioral	1	NCT03697434						FALSE
pallidotomy	procedure	1	NCT00004670						FALSE
panax ginseng	drug	1	NCT00391833						FALSE
paper and pencil group	behavioral	1	NCT02833311						FALSE
paracetamol	drug	2	NCT02305017						FALSE
paracetamol placebo	drug	1	NCT02267057						FALSE
parcopa	drug	3	NCT00139880						FALSE
pardaprunox	drug	1	NCT00335166						FALSE
pardoprunox	drug	7	NCT00335374						FALSE
parkinson holter	device	1	NCT04176302						FALSE
parkinson kinetigraph	device	1	NCT03152721						FALSE
parkinson mpower mobile application	other	1	NCT02696603						FALSE
parkinson's disease inpatient clinical knowledge and management program	other	1	NCT03888287						FALSE
parkinson's disease nurse specialist care	other	1	NCT03830190						FALSE
parkinson's disease sensory attention focused exercise	behavioral	1	NCT02476240						FALSE
parkinson's glove	device	1	NCT02370134						FALSE
parknet	other	1	NCT00330694						FALSE
paroxetine	drug	2	NCT00086190						FALSE
participant leap session feedback	device	1	NCT03458169						FALSE
participant open-response writing	behavioral	1	NCT02696603						FALSE
participant self-assessment surveys	behavioral	1	NCT02696603						FALSE
participation in a monitored exercise program	behavioral	1	NCT00403507						FALSE
partnered rhythmic rehabilitation (prr)	other	1	NCT04029623						FALSE
partners at meals	behavioral	1	NCT03622814						FALSE
partners in dementia care	behavioral	1	NCT00291161						FALSE
passive exercise	other	1	NCT01835652						FALSE
pat sessions	behavioral	1	NCT03178786						FALSE
patient's answer with non pharmacological therapeutic	other	1	NCT02518243						FALSE
patients	other	1	NCT02753192	none					FALSE
patients- dose titration	drug	1	NCT01454453						FALSE
pattern erg	device	1	NCT02663531						FALSE
paz-417	drug	2	NCT00684710						FALSE
pbf-509	drug	2	NCT02111330						FALSE
pbf-999	drug	1	NCT02208934						FALSE
pbf-999 / 160 mg	drug	1	NCT02907294						FALSE
pbf-999 / 320 mg	drug	1	NCT02907294						FALSE
pbmc autotransplantation	biological	1	NCT03085706						FALSE
pbs	other	1	NCT00752232						FALSE
pbt2	drug	3	NCT00471211						FALSE
pc based training	behavioral	1	NCT01085968						FALSE
pc-data tool	other	1	NCT01548053						FALSE
pc-sod	drug	1	NCT03995732						FALSE
pd control	other	1	NCT03623386						FALSE
pd exercise	behavioral	1	NCT02593955						FALSE
pd exercise intervention	other	1	NCT01238926						FALSE
pd neurofeedback	other	1	NCT03623386						FALSE
pd patients h&y=1.5-2 medications off	drug	1	NCT03665493						FALSE
pd patients h&y=1.5-2 medications on	drug	1	NCT03665493						FALSE
pd patients h&y=3 medications off	drug	1	NCT03665493						FALSE
pd patients h&y=3 medications on	drug	1	NCT03665493						FALSE
pd safex	other	1	NCT03618901						FALSE
pd vitamin + exercise	other	1	NCT01238926						FALSE
pd vitamin supplementation	dietary supplement	1	NCT01238926						FALSE
pdsafex	other	1	NCT03406728						FALSE
pdvibe2	device	1	NCT03872115						FALSE
peg tube	device	5	NCT00660387						FALSE
pegfilgrastim	biological	1	NCT01624805						FALSE
pegylated gcsf	drug	1	NCT01106157						FALSE
pelvic floor muscle exercise-based behavioral therapy	behavioral	1	NCT03149809						FALSE
pelvic floor training	behavioral	1	NCT03917732						FALSE
perampanel	drug	6	NCT00566462	molecular	GRIA1		approved		FALSE
percutaneous electrical nerve stimulation	device	2	NCT03907007						FALSE
percutaneous endoscopic gastrostomy tube (peg tube)	device	1	NCT00141518						FALSE
percutaneous endoscopic gastrostomy with jejunal extension (peg-j)	procedure	1	NCT01736176						FALSE
performing arts instruction	behavioral	1	NCT03653871						FALSE
perindopril	drug	1	NCT02085265						FALSE
periodized training with motor practice	other	1	NCT03867877						FALSE
peripheral blood stem cell transplantation	biological	1	NCT01598025						FALSE
peripheral blood stem cell transplantation	procedure	11	NCT01056614						FALSE
peripheral nerve stimulation	procedure	1	NCT01019343						FALSE
perphenazine [trilafon]	drug	1	NCT00009204						FALSE
personal coach	behavioral	1	NCT04048759	behavioral					TRUE
personal kinetigraph® (pkg®) report	device	1	NCT03984305						FALSE
personal kinetigraph® (pkg®) watch	device	1	NCT03984305						FALSE
personal kinetigraph™ (pkg™)	device	1	NCT03741920						FALSE
personalized activity program	other	1	NCT03244813						FALSE
personalized aerobic and strength training.	behavioral	1	NCT00403507						FALSE
personalized care network	behavioral	1	NCT03666624						FALSE
personalized dbs adjustments	procedure	1	NCT03800108						FALSE
personalized exercise regimen	other	1	NCT01935024						FALSE
personalized intervention	other	1	NCT03978052						TRUE
personalized music	other	1	NCT02147652						FALSE
personalized physical activity coaching program	behavioral	1	NCT02816619						FALSE
personalized tdcs	other	1	NCT04289402						FALSE
perspective taking reappraisal	behavioral	1	NCT03584568						FALSE
pes-4-bpsd model	behavioral	1	NCT04179721						FALSE
pet	device	3	NCT03641768						FALSE
pet	other	1	NCT02196116						FALSE
pet	procedure	2	NCT00987090						FALSE
pet amyloid tracer (florbetapir f18 av45 f18	device	1	NCT01746706						FALSE
pet imaging	radiation	1	NCT02895932						FALSE
pet imaging with [18f]mni-659	radiation	1	NCT02061722						FALSE
pet scan	device	1	NCT03371420						FALSE
pet scan	procedure	1	NCT03204604						FALSE
pet scan	radiation	1	NCT02933372						FALSE
pet scan using florbetapir	other	1	NCT01459016						FALSE
pet scanning	other	1	NCT02236897						FALSE
pet with the tracer 11c-pe2i	radiation	1	NCT02319382						FALSE
pet with the tracer 18f-dpa-714	radiation	1	NCT02319382						FALSE
pet-ct	device	1	NCT02495649						FALSE
pet-scan18f-av-45	device	2	NCT03378453						FALSE
pet/ct	procedure	1	NCT00468078						FALSE
pet/mri	device	1	NCT02343757						FALSE
pf-01913539 5 mg	drug	2	NCT01066481						FALSE
pf-02545920	drug	4	NCT01806896						FALSE
pf-03654746	drug	1	NCT01028911						FALSE
pf-04360365	biological	7	NCT00607308						FALSE
pf-04360365 0.1 mg/kg	biological	1	NCT00722046						FALSE
pf-04360365 0.5 mg/kg	biological	1	NCT00722046						FALSE
pf-04360365 1 mg/kg	biological	2	NCT00722046						FALSE
pf-04360365 10 mg/kg	biological	2	NCT00945672						FALSE
pf-04360365 3 mg/kg	biological	2	NCT00722046						FALSE
pf-04360365 5 mg/kg	biological	1	NCT00733642						FALSE
pf-04360365 7.5 mg/kg	biological	1	NCT00945672						FALSE
pf-04360365 8.5 mg/kg	biological	2	NCT01125631						FALSE
pf-04447943	drug	6	NCT00988598						FALSE
pf-04494700	drug	2	NCT00566397						FALSE
pf-04494700 - high dose arm	drug	1	NCT00141661						FALSE
pf-04494700 - low dose arm	drug	1	NCT00141661						FALSE
pf-05212377	drug	3	NCT02005991						FALSE
pf-05212377 (sam-760)	drug	1	NCT01712074						FALSE
pf-06412562	drug	2	NCT03665454						FALSE
pf-06649751	drug	6	NCT02847650						FALSE
pf-06649751 high dose (15 mg qd)	drug	1	NCT02687542						FALSE
pf-06649751 low dose (1 mg qd)	drug	1	NCT02687542						FALSE
pf-06649751 middle dose 1 (3 mg qd)	drug	1	NCT02687542						FALSE
pf-06649751 middle dose 2 (7 mg qd)	drug	1	NCT02687542						FALSE
pf-06669571	drug	8	NCT02184429						FALSE
pf-06751979 multiple ascending dose	drug	2	NCT02509117						FALSE
pf-06751979 multiple dose	drug	3	NCT02509117						FALSE
pf-06751979 single ascending dose	drug	1	NCT02509117						FALSE
pf-06751979 single dose	drug	1	NCT02793232						FALSE
pharmaceutical care and psychosocial support	other	1	NCT02802371						FALSE
pharmacogenomic studies	other	1	NCT00611351						FALSE
pharmacological intervention	other	1	NCT03672201						FALSE
pharmacological study	other	2	NCT00611351						FALSE
pharmacotherapy management	other	1	NCT02222181						FALSE
pharyngeal electrical stimulation	device	1	NCT03481348						FALSE
phase i u-smart (4 wks)	device	1	NCT01688128						FALSE
phase ii u-smart (4 wks)	device	1	NCT01688128						FALSE
phenazopyridine hydrochloride	drug	1	NCT02380573						FALSE
phenique nerve stimulation neurx™ (synapse biomedical)	device	1	NCT01583088						FALSE
phenlarmide tablets	drug	1	NCT04164121						FALSE
phenotyping tcells	other	1	NCT02756104						FALSE
phonation	behavioral	1	NCT02696603						FALSE
phone-based cognitive behavioral therapy (cbt)	behavioral	1	NCT03384069						FALSE
phonetic complexity effects on speech motor performance	behavioral	1	NCT03613038						FALSE
phonological	behavioral	1	NCT02675270						FALSE
phoressor ii (iomed)	device	2	NCT00082342						FALSE
photo elicitation	behavioral	1	NCT04103580						FALSE
photobiomodulation	behavioral	1	NCT03859245	device					TRUE
photobiomodulation	device	1	NCT04028817	device					TRUE
photobiomodulation regenlife rgn530 device	device	1	NCT03672474						FALSE
photobiomodulation simulated	device	1	NCT01059877						FALSE
physical activity	behavioral	2	NCT03344601	behavioral					TRUE
physical activity	other	2	NCT03673722	behavioral					TRUE
physical activity (pa)	other	1	NCT03034746						FALSE
physical activity coaching	behavioral	1	NCT03696589						TRUE
physical activity coaching	other	1	NCT03306888						TRUE
physical activity education	behavioral	1	NCT02878486						FALSE
